Time, Operation, Operation_name, Description
02:56:27.319,CheckCommitReadiness,[lifecycle],Successfully checked commit readiness of chaincode name 'fabcar' on channel 'mychannel' with definition {sequence: 1 endorsement info: (version: '1.0' plugin: 'escc' init required: false) validation info: (plugin: 'vscc' policy: '0a28120c120a080212020800120208011a0b12090a074f7267314d53501a0b12090a074f7267324d5350') collections: (<nil>)}
02:56:27.321,CommitChaincodeDefinition,[lifecycle],Successfully endorsed commit for chaincode name 'fabcar' on channel 'mychannel' with definition {sequence: 1 endorsement info: (version: '1.0' plugin: 'escc' init required: false) validation info: (plugin: 'vscc' policy: '0a28120c120a080212020800120208011a0b12090a074f7267314d53501a0b12090a074f7267324d5350') collections: (<nil>)}
02:56:27.321,callChaincode,[endorser],finished chaincode: _lifecycle duration: 54ms channel=mychannel txID=94f725bb
02:56:27.321,1,[comm.grpc.server],unary call completed grpc.service=protos.Endorser grpc.method=ProcessProposal grpc.peer_address=172.20.0.26:36828 grpc.code=OK grpc.call_duration=55.46665ms
02:56:29.820,StoreBlock,[gossip.privdata],[mychannel] Received block [5] from buffer
02:56:29.821,Validate,[committer.txvalidator],[mychannel] Validated block [5] in 1ms
02:56:29.821,prepareBlockPvtdata,[gossip.privdata],Successfully fetched all eligible collection private write sets for block [5] channel=mychannel
02:56:29.825,update,[lifecycle],Updating cached definition for chaincode 'fabcar' on channel 'mychannel'
02:56:29.842,update,[lifecycle],Chaincode with package ID 'fabcarv1:45097293189158aadd0deab44a9a91a2d536128ab7abfe058ee37eb74539db85' now available on channel mychannel for chaincode definition fabcar:1.0
02:56:29.843,HandleStateUpdates,[cceventmgmt],Channel [mychannel]: Handling deploy or update of chaincode [fabcar]
02:56:32.885,CommitLegacy,[kvledger],[mychannel] Committed block [5] with 1 transaction(s) in 3063ms (state_validation=27ms block_and_pvtdata_commit=1089ms state_commit=1737ms) commitHash=[4a2dae288556d5345a1e9c4e3e06faf51935e1bbd35cd282b473340c41c8fe1d]
02:56:32.888,1,[comm.grpc.server],streaming call completed grpc.service=protos.Deliver grpc.method=DeliverFiltered grpc.request_deadline=2020-03-19T02:56:57.382Z grpc.peer_address=172.20.0.26:36830 error="context finished before block retrieved: context canceled" grpc.code=Unknown grpc.call_duration=5.505318247s
02:56:39.414,callChaincode,[endorser],finished chaincode: fabcar duration: 5454ms channel=mychannel txID=cc83b075
02:56:39.414,1,[comm.grpc.server],unary call completed grpc.service=protos.Endorser grpc.method=ProcessProposal grpc.peer_address=172.20.0.26:36862 grpc.code=OK grpc.call_duration=5.457223696s
02:56:41.781,StoreBlock,[gossip.privdata],[mychannel] Received block [6] from buffer
02:56:41.800,Validate,[committer.txvalidator],[mychannel] Validated block [6] in 18ms
02:56:41.800,prepareBlockPvtdata,[gossip.privdata],Successfully fetched all eligible collection private write sets for block [6] channel=mychannel
02:56:42.718,CreateDatabaseIfNotExist,[couchdb],Created state database mychannel_fabcar
